Date,Open,High,Low,Close,symbol,sector,industry,Close_Change,Open_Change,High_Change,Low_Change,Volume_Change,AO,ROC,RSI,StochRSI,StochOsc,TSI,CMF,ATR,BB_HL,BB_LH,CCI,Ratio_EMA5,Ratio_EMA20,Ratio_EMA5_Change,Ratio_EMA20_Change,MACD,MACD_Signal,MACD_Diff,Symbol,^VIX,Predictions,True
2008-02-13,4.212215900421143,4.212215900421143,4.212215900421143,4.212215900421143,TVE.TO,1,4,-0.513600926715964,-0.501512899940827,-0.5191534485885729,-0.4991419765938154,-0.9996333417496404,-0.9072102308273317,-46.94942229136828,19.03280469283069,0.0,0.0,-20.013473532417237,-0.2407283181189103,0.6771744533755728,0.126227075707453,-0.0433059674616034,-466.6666666666666,0.5978068281135233,0.8756511189691684,-0.4157877336725895,-0.1256647950063177,0.3521150091970106,0.0804784912347794,0.2716365179622312,19,24.8799991607666,0.0,0.0
2008-02-14,4.212215900421143,4.212215900421143,4.212215900421143,4.212215900421143,TVE.TO,1,4,0.0,0.0,0.0,0.0,-1.0,-1.6073616799186263,-49.127825648979424,19.03280469283069,0.0,0.0,-30.71623618193877,-0.2746038864817004,0.628804849563032,0.0989038069767395,-0.0185065908951202,-233.33333333333343,0.6903594466425036,0.7943061058227134,0.1548202766787478,-0.0928966016079734,0.6104638591405989,0.1864755648159433,0.4239882943246555,19,25.540000915527344,0.0,0.0
2008-02-15,4.212215900421143,4.212215900421143,4.212215900421143,4.212215900421143,TVE.TO,1,4,0.0,0.0,0.0,0.0,0.0,-2.3300424716051875,-49.06631599437436,19.03280469283069,0.0,0.0,-37.634162643948684,-0.2345715949551416,0.5838902174513868,0.0847007120444342,-0.0067973879172369,-155.55555555555551,0.7698147333108818,0.7443397442304663,0.1150926333445587,-0.0629056748097054,0.8059170736645997,0.3103638665856746,0.4955532070789251,19,25.020000457763672,0.0,0.0
2008-02-19,3.978203342894368,3.978203342894368,3.861197471618652,3.861197471618652,TVE.TO,1,4,-0.083333437103116,-0.0555556892284124,-0.0555556892284124,-0.083333437103116,0.0,-3.0772112175832484,-53.25426919338783,17.884253589797197,0.0,0.0,-43.16276608211637,-0.1707927588975125,0.5672565182621799,0.0779222129642142,-0.0025432900249136,-125.8104241103984,0.782429276636533,0.7031009235490093,0.0163864664831725,-0.0554032227905438,0.9778671639948326,0.4438645260675062,0.5340026379273264,19,25.59000015258789,0.0,0.0
2008-02-20,3.861197471618652,3.861197471618652,3.861197471618652,3.861197471618652,TVE.TO,1,4,0.0,-0.0294117372066224,-0.0294117372066224,0.0,-1.0,-3.884359892940843,-53.59137484078682,17.884253589797197,0.0,0.0,-47.1452983285831,-0.136637696569408,0.5267381955291671,0.0698347319736685,0.0029997897968087,-100.82321774473206,0.8436109588190709,0.681299873300508,0.0781945205904648,-0.0310069998748645,1.101442110390372,0.5753800429320794,0.5260620674582925,19,24.39999961853028,0.0,0.0
2008-02-21,3.861197471618652,3.861197471618652,3.861197471618652,3.861197471618652,TVE.TO,1,4,0.0,0.0,0.0,0.0,0.0,-3.810922317207884,-53.47954960375982,17.884253589797197,0.0,0.0,-50.14351258523186,-0.1042049810292415,0.4891140387056552,0.0635368056897561,0.006868314683016,-83.55260165543854,0.8900067249382971,0.6730419988867189,0.0549966375308512,-0.0121207631725871,1.18570804149354,0.6974456426443716,0.4882623988491685,19,25.1200008392334,0.0,0.0
2008-02-22,3.861197471618652,3.861197471618652,3.861197471618652,3.861197471618652,TVE.TO,1,4,0.0,0.0,0.0,0.0,0.0,-3.742411226648765,-52.79709868500208,17.884253589797197,0.0,0.0,-52.47649180150897,0.0048984707210791,0.4541773216552513,0.0583904679392538,0.0096952511693277,-71.47517829015597,0.9238802635907004,0.6741090835660154,0.0380598682046495,0.0015854652177154,1.2382160155317088,0.8055997172218391,0.4326162983098697,19,24.059999465942383,0.0,0.0
2008-02-25,4.095208644866943,4.095208644866943,4.095208644866943,4.095208644866943,TVE.TO,1,4,0.0606058547816752,0.0606058547816752,0.0606058547816752,0.0606058547816752,0.0,-3.6409658687089896,-49.44187096292609,22.09959410113015,0.1147497396561299,4.776905395942632,-53.14514159574738,0.0682324804888269,0.4384511681976114,0.0524470796620394,0.0134062435591672,-56.18232521154356,0.9864912467365772,0.6919570082342477,0.0677695861826688,0.0264763153373002,1.246576459826346,0.8937950657427406,0.3527813940836054,19,23.030000686645508,0.0,0.0
2008-02-26,3.861197471618652,3.861197471618652,3.861197471618652,3.861197471618652,TVE.TO,1,4,-0.0571426741691435,-0.0571426741691435,-0.0571426741691435,-0.0571426741691435,0.4970059880239521,-3.5235840285312268,-53.1976064046224,20.941866752120973,0.083234157098939,0.0,-54.04242244045365,0.2001912397341094,0.423848311415517,0.0505553764702884,0.0132585454581172,-56.76219495743422,0.9523026434075026,0.6995848192521208,-0.0346567731261421,0.0110235331488843,1.2575882239080318,0.9665536973757988,0.2910345265322329,19,21.89999961853028,0.0,0.0
2008-02-27,3.861197471618652,3.861197471618652,3.861197471618652,3.861197471618652,TVE.TO,1,4,0.0,0.0,0.0,0.0,-1.0,-3.3811927816233758,-54.73390864604741,20.941866752120973,0.083234157098939,0.0,-54.76691133493069,0.1734173910370032,0.3935734320286944,0.0470725671676399,0.0145319536300895,-51.55545816323942,0.9676880304266868,0.7110660498445737,0.0161559847866563,0.0164114918970463,1.2518841846682358,1.0236197948342862,0.2282643898339496,19,22.690000534057617,0.0,0.0
