Date,Symbol,Open_Predictions,Open_True,High_Predictions,High_True,bought,sold,profit,Predicted_Profit,True_Profit,Low_Predictions,Low_True,Close_Predictions,Close_True,Median_Price_Predictions,Median_Price_True
2018-12-24,GWO.TO,21.805985971616863,21.525714818427083,22.135079325838152,21.876504670874485,0,0,0.0,1.5091881405850955,1.6296316076207944,20.933638975825495,21.390182479115442,20.889984926640864,21.645301818847656,21.532402036393712,21.633343574994964
2018-12-27,GWO.TO,21.54291258720029,22.17945886174552,21.65370935026947,22.179458861745527,0,0,0.0,0.5143072582256565,2.842170943040401e-14,20.744058625364552,21.812725185166794,20.928524755114267,22.155542373657227,21.204198597948427,21.99609202345616
2018-12-28,GWO.TO,22.19392946024653,22.155540273461988,21.9535781864598,22.362823580190593,0,0,0.0,-1.082959528267594,0.9355822704846872,21.22895724303381,22.07581510591886,21.421868861459643,22.187429428100586,21.55975113265506,22.21931934305473
2018-12-31,GWO.TO,22.211297511219797,22.330936469992913,22.13507547672801,22.79334065931975,0,0,0.0,-0.34316786064968596,2.0706887503270934,21.4211940999549,22.314991130898242,21.452699986563402,22.466468811035156,21.778550247126056,22.554165895109
2019-01-02,GWO.TO,22.47675053653934,22.3628218244479,22.561208071584495,22.482410326689042,0,0,0.0,0.37575509372611293,0.5347648126874844,21.65849565647535,22.115675193036083,21.722499071938728,22.402685165405273,22.106754380943066,22.299042759862562
2019-01-03,GWO.TO,22.354492357057065,22.32296362330616,22.253444324484082,22.4345779548207,0,0,0.0,-0.45202561954435794,0.4999978201730073,21.44837884419349,22.115678778613997,21.660827600794164,22.24323844909668,21.856692174518834,22.275128366717347
2019-01-04,GWO.TO,22.26758204421146,22.546196015556205,22.20609908841673,22.562139835454957,0,0,0.0,-0.2761097081517647,0.07071623030221019,21.446710847562596,22.203378797315462,21.506660910150913,22.354856491088867,21.833252175988665,22.38275931638521
2019-01-07,GWO.TO,22.48585141572018,22.466464978138884,22.33236184972089,22.530244803005164,0,0,0.0,-0.682605088691389,0.2838890093672717,21.544318687011828,22.09175717649738,21.614582757325934,22.27512550354004,21.93874802891272,22.31100098975127
2019-01-08,GWO.TO,22.42132640440394,22.58605784625014,22.300791643567038,22.586057846250135,0,0,0.0,-0.5375897868969304,-1.4210854715202004e-14,21.42904722993555,22.18743345678534,21.537492035254672,22.354856491088867,21.868413186601924,22.38674565151774
2019-01-09,GWO.TO,22.5572147837685,22.4186344416577,22.356036274030778,22.769422779944577,0,0,0.0,-0.8918588206310147,1.5647176869749444,21.517967978164762,22.38674376328731,21.614582757325934,22.681726455688473,21.942655286315397,22.57808327161594
2019-01-10,GWO.TO,22.71291515103269,22.594028637373437,22.537533777356202,22.952791166306078,0,0,0.0,-0.772165847097412,1.5878643631494782,21.897010525707373,22.45849629540235,21.9306285303569,22.944818496704098,22.130197303653418,22.70564373085421
2019-01-11,GWO.TO,22.837494779863118,22.857118703292983,22.719034698185947,22.960760358021393,0,0,0.0,-0.5187087411252378,0.45343271859317724,21.92664225715674,22.713613703952788,22.185008364805526,22.873064041137695,22.255227320467842,22.837187030987092
2019-01-14,GWO.TO,22.868674499012684,22.769424652814333,22.726922729832506,22.992654857874868,0,0,0.0,-0.6198512694135303,0.9803945794165827,22.05804121178805,22.74550816270056,22.115630034478727,22.936847686767578,22.38416116976292,22.869081510287714
2019-01-15,GWO.TO,22.817894388916592,22.960760406451648,22.758492408814128,22.992651082208337,0,0,0.0,-0.2603306820953577,0.13889207148265825,22.122509976977653,22.7295590897401,22.17730150562329,22.753477096557617,22.4154229518783,22.861105085974216
2019-01-16,GWO.TO,22.885056700744855,22.8491438408568,22.758488671599846,22.93684166995263,0,0,0.0,-0.5530597140311642,0.3838123200879693,22.056208127307105,22.761446011760974,22.00000317230888,22.889005661010746,22.407604757494312,22.8491438408568
