Date,Symbol,Open_Predictions,Open_True,High_Predictions,High_True,bought,sold,profit,Predicted_Profit,True_Profit,Low_Predictions,Low_True,Close_Predictions,Close_True,Median_Price_Predictions,Median_Price_True
2018-06-05,MFC.TO,19.867640855829325,19.866948153739127,19.89376577981748,19.931138554461228,0,0,0.0,0.13149484721274973,0.32310146593914624,19.77150920654862,19.71449537811668,19.85507739081595,19.738567352294922,19.87547385338245,19.822816966288954
2018-06-06,MFC.TO,19.790110224740666,19.7947347309214,19.91781882814474,19.85090114300108,0,0,0.0,0.6453152708791947,0.2837442018959848,19.65293669821571,19.634257956048074,19.72677048356286,19.78671073913574,19.794398759497483,19.742579549524578
2018-06-07,MFC.TO,19.810669894853,19.858922958374023,19.83763503832583,19.94718532792335,0,0,0.0,0.13611424356648172,0.44444691051137397,19.65792830167747,19.786708570637263,19.774885097230595,19.858922958374027,19.78424589373148,19.866946949280305
2018-06-08,MFC.TO,19.877239285341375,19.850900650024414,19.933854877752317,19.899043069122865,0,0,0.0,0.28482623566689824,0.24252007476744097,19.732007759119146,19.786710247753174,19.847054158419155,19.850900650024414,19.892176711578255,19.84287665843802
2018-06-11,MFC.TO,19.85393202349337,19.90706466294453,19.885744791810883,20.05951742388357,0,0,0.0,0.16023409508940745,0.7658224028518816,19.751209735322053,19.899040672324613,19.839036644648445,19.915088653564453,19.874635260343865,19.97927904810409
2018-06-12,MFC.TO,19.92982275941508,19.98730731559638,20.046111903601982,20.01137929260705,0,0,0.0,0.5834931177798097,0.12043631806216126,19.877397171150843,19.818808067781855,19.9031862858576,19.931140899658203,20.00589233890079,19.915093680194452
2018-06-13,MFC.TO,19.965112719348134,19.955212826147385,19.998005942426143,20.03544968847303,0,0,0.0,0.16475350547923995,0.40208472354908054,19.828851420993274,19.874974433401682,19.9192289382338,20.01137924194336,19.946381471877086,19.955212060937356
2018-06-14,MFC.TO,20.01283325197667,20.051500313740366,20.022060252352812,20.059524307113637,0,0,0.0,0.0461054177585396,0.04001692266275825,19.895587183165482,19.88300104416233,19.99941932561046,19.955215454101562,20.007910650832837,19.97126267563799
2018-06-15,MFC.TO,20.007458573647057,19.923118312191384,20.046118782232078,20.035451151988838,0,0,0.0,0.19322898229535213,0.5638316152984686,19.834771432616932,19.842879913584564,19.94328910438071,19.995332717895508,19.96273360281262,19.939165532786703
2018-06-18,MFC.TO,20.018907650275523,19.8990468444405,20.022061714890565,20.05952364577478,0,0,0.0,0.01575542816891584,0.8064547140815108,19.89334217826501,19.899046844440498,19.983382391860346,20.027427673339844,20.000583124144132,19.97928524510764
2018-06-19,MFC.TO,20.03216722756203,19.818808067781855,20.046118121335184,20.075569700882117,0,0,0.0,0.06964245862504015,1.2955452831578782,19.9264143532625,19.802760083108076,20.01545816556927,19.931140899658203,20.02495227535744,19.939164891995095
2018-06-20,MFC.TO,19.87604643951864,20.043473731534554,20.062153453068035,20.091617685555892,0,0,0.0,0.9363381903725525,0.24019765568677087,19.806704767625327,19.931140899658203,19.9192289382338,19.931140899658203,19.93019315581612,20.011379292607046
2018-06-21,MFC.TO,19.96038942358623,19.931143541567245,20.078190713077834,20.011381945151836,0,0,0.0,0.5901753066621183,0.4025780227674858,19.885548274192388,19.89102510498508,19.9192289382338,19.971261978149414,19.973729471124678,19.951203525068458
2018-06-22,MFC.TO,19.95586558705441,20.035449435826273,19.998008593198268,20.219998195940242,0,0,0.0,0.21118104829886875,0.9211111570273545,19.87861071371335,20.035449435826273,19.959326038130826,20.17987823486328,19.983604043202337,20.127723815883257
2018-06-25,MFC.TO,20.199717226840924,20.139757056864315,20.20648542840045,20.163827499806917,0,0,0.0,0.033506417359802754,0.11951704717509415,20.128463740801404,19.52994750546122,20.167817614134492,19.53797149658203,20.1988831673761,19.84688750263407
2018-06-26,MFC.TO,19.67831563101025,19.594137001633367,20.150352270428705,19.75461375581942,0,0,0.0,2.3987654648378225,0.8190039406822365,19.427937233924002,19.505874633789062,19.526294515121208,19.505874633789062,19.64782851650933,19.63024419480424
2018-06-27,MFC.TO,19.568549446012174,19.586115966024874,19.741411998779977,19.65030637130036,0,0,0.0,0.8833692719264548,0.32773422452329726,19.434175742698244,19.217021518295827,19.494216835203588,19.297258377075195,19.620427443992043,19.43366394479809
