Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol
2008-02-13,4.212215423583984,4.212215423583984,4.212215423583984,4.212215423583984,167,0.0,0.0,TVE.TO
2008-02-14,4.212215423583984,4.212215423583984,4.212215423583984,4.212215423583984,0,0.0,0.0,TVE.TO
2008-02-15,4.212215423583984,4.212215423583984,4.212215423583984,4.212215423583984,0,0.0,0.0,TVE.TO
2008-02-19,3.9782030972509905,3.9782030972509905,3.861197233200073,3.8611972332000732,1417,0.0,0.0,TVE.TO
2008-02-20,3.861197233200073,3.861197233200073,3.861197233200073,3.8611972332000732,0,0.0,0.0,TVE.TO
2008-02-21,3.861197233200073,3.861197233200073,3.861197233200073,3.8611972332000732,0,0.0,0.0,TVE.TO
2008-02-22,3.861197233200073,3.861197233200073,3.861197233200073,3.8611972332000732,0,0.0,0.0,TVE.TO
2008-02-25,4.09520959854126,4.09520959854126,4.09520959854126,4.09520959854126,167,0.0,0.0,TVE.TO
2008-02-26,3.861197233200073,3.861197233200073,3.861197233200073,3.8611972332000732,250,0.0,0.0,TVE.TO
2008-02-27,3.861197233200073,3.861197233200073,3.861197233200073,3.8611972332000732,0,0.0,0.0,TVE.TO
2008-02-28,3.861197233200073,3.861197233200073,3.861197233200073,3.8611972332000732,0,0.0,0.0,TVE.TO
2008-02-29,3.8611975131619554,3.8611975131619554,3.7441914081573486,3.7441914081573486,833,0.0,0.0,TVE.TO
2008-03-03,3.861197658151728,3.978203535079956,3.861197658151728,3.978203535079956,7833,0.0,0.0,TVE.TO
2008-03-04,4.09520959854126,4.09520959854126,4.09520959854126,4.09520959854126,417,0.0,0.0,TVE.TO
2008-03-05,3.861197233200073,3.861197233200073,3.7441911366791683,3.8611972332000732,1250,0.0,0.0,TVE.TO
2008-03-06,3.978203535079956,3.978203535079956,3.978203535079956,3.978203535079956,6500,0.0,0.0,TVE.TO
2008-03-07,3.8611970865797653,3.8611970865797653,3.510179042816162,3.510179042816162,69875,0.0,0.0,TVE.TO
2008-03-10,3.744191457181221,3.744191457181221,3.627185583114624,3.627185583114624,1250,0.0,0.0,TVE.TO
2008-03-11,3.6271858370402783,4.09520959854126,3.6271858370402783,4.09520959854126,191833,0.0,0.0,TVE.TO
2008-03-12,3.861197233200073,3.861197233200073,3.861197233200073,3.8611972332000732,417,0.0,0.0,TVE.TO
2008-03-13,3.8611975637178255,3.8611975637178255,3.627185583114624,3.627185583114624,5833,0.0,0.0,TVE.TO
2008-03-14,3.7441914081573486,3.7441914081573486,3.7441914081573486,3.7441914081573486,417,0.0,0.0,TVE.TO
2008-03-17,3.627185583114624,3.627185583114624,3.627185583114624,3.627185583114624,167,0.0,0.0,TVE.TO
2008-03-18,3.627185583114624,3.627185583114624,3.627185583114624,3.627185583114624,1083,0.0,0.0,TVE.TO
2008-03-19,3.627185583114624,3.627185583114624,3.627185583114624,3.627185583114624,625,0.0,0.0,TVE.TO
2008-03-20,3.627185583114624,3.627185583114624,3.627185583114624,3.627185583114624,83,0.0,0.0,TVE.TO
2008-03-24,3.7441914081573486,3.7441914081573486,3.7441914081573486,3.7441914081573486,4125,0.0,0.0,TVE.TO
2008-03-25,3.7441914081573486,3.7441914081573486,3.7441914081573486,3.7441914081573486,0,0.0,0.0,TVE.TO
2008-03-26,3.7441914081573486,3.7441914081573486,3.7441914081573486,3.7441914081573486,0,0.0,0.0,TVE.TO
2008-03-27,3.7441914081573486,3.7441914081573486,3.7441914081573486,3.7441914081573486,0,0.0,0.0,TVE.TO
2008-03-28,3.7441914081573486,3.7441914081573486,3.7441914081573486,3.7441914081573486,250,0.0,0.0,TVE.TO
2008-03-31,3.7441914081573486,3.7441914081573486,3.7441914081573486,3.7441914081573486,1417,0.0,0.0,TVE.TO
2008-04-01,3.7441914081573486,3.7441914081573486,3.7441914081573486,3.7441914081573486,1625,0.0,0.0,TVE.TO
2008-04-02,3.861197233200073,3.861197233200073,3.861197233200073,3.8611972332000732,875,0.0,0.0,TVE.TO
2008-04-03,3.861197233200073,3.861197233200073,3.861197233200073,3.8611972332000732,833,0.0,0.0,TVE.TO
2008-04-04,3.627185583114624,3.627185583114624,3.627185583114624,3.627185583114624,367,0.0,0.0,TVE.TO
2008-04-07,3.627185272628251,3.861197233200073,3.627185272628251,3.8611972332000732,1333,0.0,0.0,TVE.TO
2008-04-08,3.861197233200073,3.861197233200073,3.861197233200073,3.8611972332000732,0,0.0,0.0,TVE.TO
2008-04-09,3.627185535622746,3.7441914081573486,3.627185535622746,3.7441914081573486,1167,0.0,0.0,TVE.TO
2008-04-10,3.744191457181221,3.744191457181221,3.627185583114624,3.627185583114624,833,0.0,0.0,TVE.TO
2008-04-11,3.627185583114624,3.627185583114624,3.627185583114624,3.627185583114624,0,0.0,0.0,TVE.TO
2008-04-14,3.744190994501905,3.744190994501905,3.510179042816162,3.510179042816162,917,0.0,0.0,TVE.TO
2008-04-15,3.15916162190822,3.627185583114624,3.15916162190822,3.627185583114624,5917,0.0,0.0,TVE.TO
2008-04-16,3.627185583114624,3.627185583114624,3.627185583114624,3.627185583114624,0,0.0,0.0,TVE.TO
2008-04-17,3.861197233200073,3.861197233200073,3.861197233200073,3.8611972332000732,667,0.0,0.0,TVE.TO
2008-04-18,3.8611975637178255,4.09520931185102,3.627185583114624,3.627185583114624,6000,0.0,0.0,TVE.TO
2008-04-21,3.8611970865797653,3.8611970865797653,3.510179042816162,3.510179042816162,6000,0.0,0.0,TVE.TO
2008-04-22,3.627185583114624,3.627185583114624,3.627185583114624,3.627185583114624,417,0.0,0.0,TVE.TO
2008-04-23,3.6271851348940225,3.6271851348940225,3.510179042816162,3.510179042816162,2917,0.0,0.0,TVE.TO
2008-04-24,3.510179042816162,3.510179042816162,3.510179042816162,3.510179042816162,917,0.0,0.0,TVE.TO
2008-04-25,4.09520959854126,4.09520959854126,4.09520959854126,4.09520959854126,250,0.0,0.0,TVE.TO
2008-04-28,4.09520959854126,4.09520959854126,4.09520959854126,4.09520959854126,0,0.0,0.0,TVE.TO
2008-04-29,4.09520959854126,4.09520959854126,4.09520959854126,4.09520959854126,0,0.0,0.0,TVE.TO
2008-04-30,3.3931734561920166,3.3931734561920166,3.3931734561920166,3.3931734561920166,2458,0.0,0.0,TVE.TO
2008-05-01,3.978203535079956,3.978203535079956,3.978203535079956,3.978203535079956,250,0.0,0.0,TVE.TO
2008-05-02,3.978203535079956,3.978203535079956,3.978203535079956,3.978203535079956,458,0.0,0.0,TVE.TO
2008-05-05,3.627185272628251,3.861197233200073,3.627185272628251,3.8611972332000732,1667,0.0,0.0,TVE.TO
2008-05-06,3.51017888651427,3.51017888651427,3.15916109085083,3.15916109085083,2250,0.0,0.0,TVE.TO
2008-05-07,3.6271851348940225,3.6271851348940225,3.510179042816162,3.510179042816162,1667,0.0,0.0,TVE.TO
2008-05-08,3.861197233200073,3.861197233200073,3.861197233200073,3.8611972332000732,2083,0.0,0.0,TVE.TO
2008-05-09,3.97820371628352,4.09520959854126,3.97820371628352,4.09520959854126,167,0.0,0.0,TVE.TO
2008-05-12,4.09520959854126,4.09520959854126,4.09520959854126,4.09520959854126,542,0.0,0.0,TVE.TO
2008-05-13,4.09520959854126,4.09520959854126,3.97820371628352,4.09520959854126,3083,0.0,0.0,TVE.TO
2008-05-14,4.446227008092452,4.680239200592041,4.446227008092452,4.680239200592041,2167,0.0,0.0,TVE.TO
2008-05-15,4.680239200592041,4.680239200592041,4.680239200592041,4.680239200592041,833,0.0,0.0,TVE.TO
2008-05-16,4.680239200592041,4.680239200592041,4.680239200592041,4.680239200592041,6375,0.0,0.0,TVE.TO
2008-05-20,4.680239200592041,4.680239200592041,4.680239200592041,4.680239200592041,12917,0.0,0.0,TVE.TO
2008-05-21,4.680239200592041,4.680239200592041,4.680239200592041,4.680239200592041,833,0.0,0.0,TVE.TO
2008-05-22,4.680239200592041,4.680239200592041,4.680239200592041,4.680239200592041,0,0.0,0.0,TVE.TO
2008-05-23,4.680239200592041,4.680239200592041,4.680239200592041,4.680239200592041,833,0.0,0.0,TVE.TO
2008-05-26,4.680239200592041,4.680239200592041,4.680239200592041,4.680239200592041,5333,0.0,0.0,TVE.TO
2008-05-27,4.680239200592041,4.680239200592041,4.680239200592041,4.680239200592041,0,0.0,0.0,TVE.TO
2008-05-28,4.680239200592041,4.680239200592041,4.680239200592041,4.680239200592041,417,0.0,0.0,TVE.TO
2008-05-29,4.797244898742573,5.382274662382896,4.797244898742573,5.265268802642822,107708,0.0,0.0,TVE.TO
2008-05-30,5.382275197168948,5.382275197168948,5.148263454437256,5.148263454437256,792,0.0,0.0,TVE.TO
2008-06-02,5.265268802642822,5.382274662382896,5.265268802642822,5.265268802642822,8333,0.0,0.0,TVE.TO
2008-06-03,5.265269701642048,5.382275581359863,5.265269701642048,5.382275581359863,13042,0.0,0.0,TVE.TO
2008-06-04,5.733292548185318,5.8502984046936035,5.733292548185318,5.8502984046936035,2333,0.0,0.0,TVE.TO
2008-06-05,5.8502984046936035,5.8502984046936035,5.8502984046936035,5.8502984046936035,0,0.0,0.0,TVE.TO
2008-06-06,5.8502984046936035,5.8502984046936035,5.8502984046936035,5.8502984046936035,0,0.0,0.0,TVE.TO
2008-06-09,5.850298566283145,5.850298566283145,5.265268802642822,5.265268802642822,875,0.0,0.0,TVE.TO
2008-06-10,5.499281461077677,5.499281461077677,5.382275581359863,5.382275581359863,2833,0.0,0.0,TVE.TO
2008-06-11,5.8502984046936035,5.8502984046936035,5.8502984046936035,5.8502984046936035,2500,0.0,0.0,TVE.TO
2008-06-12,5.7332940101623535,5.7332940101623535,5.7332940101623535,5.7332940101623535,667,0.0,0.0,TVE.TO
2008-06-13,5.265268802642822,5.265268802642822,5.265268802642822,5.265268802642822,22083,0.0,0.0,TVE.TO
2008-06-16,5.7332940101623535,5.7332940101623535,5.7332940101623535,5.7332940101623535,342,0.0,0.0,TVE.TO
2008-06-17,5.3822745740295055,5.616286754608153,5.3822745740295055,5.616286754608154,2833,0.0,0.0,TVE.TO
2008-06-18,5.733292548185318,5.8502984046936035,5.733292548185318,5.8502984046936035,2750,0.0,0.0,TVE.TO
2008-06-19,5.499281461077677,5.499281461077677,5.382275581359863,5.382275581359863,1708,0.0,0.0,TVE.TO
2008-06-20,5.382275581359863,5.382275581359863,5.382275581359863,5.382275581359863,83708,0.0,0.0,TVE.TO
2008-06-23,5.616288123817831,5.7332940101623535,5.616288123817831,5.7332940101623535,1417,0.0,0.0,TVE.TO
2008-06-24,5.733292612427503,5.733292612427503,5.616286754608153,5.616286754608154,4917,0.0,0.0,TVE.TO
2008-06-25,5.8502984046936035,5.8502984046936035,5.8502984046936035,5.8502984046936035,1375,0.0,0.0,TVE.TO
2008-06-26,5.265268802642822,5.265268802642822,5.265268802642822,5.265268802642822,417,0.0,0.0,TVE.TO
2008-06-27,5.265268802642822,5.265268802642822,5.265268802642822,5.265268802642822,0,0.0,0.0,TVE.TO
