Date,Open,High,Low,Close,Symbol,Close_Change,Open_Change,High_Change,Low_Change,Volume_Change,AO,ROC,RSI,StochRSI,StochOsc,TSI,CMF,ATR,BB_HL,BB_LH,Ratio_EMA5,Ratio_EMA20,Ratio_EMA5_Change,Ratio_EMA20_Change,MACD,MACD_Signal,MACD_Diff,Median_Price
1995-10-16,1.50947162895676,1.5188170449363838,1.4814353810178886,1.4952665567398071,SU.TO,-0.01234551861564015,1.6240166433867387e-07,1.6240166433867387e-07,-0.0030186791423052473,0.003459162663006177,0.011034849162930627,0.03304112767407134,0.5801310752198132,0.0,0.40305639245888303,0.41624710647325325,0.1753721528565089,0.003684388965893324,0.006471964880415465,0.008340440109780762,0.9833743241431809,1.0255002885388966,-0.004135306982624654,-0.009126513140721548,-0.004946598446985684,-0.005517921321551027,0.0005713228745653435,1.5001262129771362
1995-10-23,1.485920786857605,1.4952662006114263,1.462744200676043,1.485920786857605,SU.TO,-0.006250236681932586,-0.015602043554426848,-0.015506044262193486,-0.012616939342304012,-0.00395886452490226,0.008237321190981839,0.026584376123937874,0.5582113969857041,0.0,0.3463110392893334,0.36956216353776994,0.27988294870748387,0.0036535208687849727,0.007298121819794475,0.007543172290026843,0.9847025500799107,1.0175079442346742,0.0013506819367965495,-0.007793605124782332,-0.004386472089525695,-0.0052916314751459605,0.0009051593856202661,1.4790052006437346
1995-10-30,1.5046117198036375,1.551338791847229,1.4859208909862012,1.551338791847229,SU.TO,0.04402523039466244,0.012578687310485615,0.037500072704695686,0.01584466395385231,0.011508159819921215,0.006238577993130568,0.07177998980235495,0.6561482561564896,0.33051109596415873,0.7282018887198827,0.3593340263715256,0.35282615927418914,0.0038598265566547893,0.0032805334284613102,0.011622358803479914,1.0185295928511948,1.02253821031966,0.03435254917186814,0.00494371185354181,-0.0044194913981050465,-0.005117203459737778,0.0006977120616327319,1.5186298414167152
1995-11-06,1.5561991583194186,1.5842354143557773,1.5561991583194186,1.5606849193572998,SU.TO,0.006024556053898511,0.0342862134042885,0.021205311619505895,0.04729610288107189,-0.007112768184196756,0.005810087026434441,0.05789292554114296,0.6674893845839556,0.36878441632350883,0.7883372260359406,0.35526868270733303,0.3756069827094148,0.0038191005348119354,0.0030751841322304804,0.011902886484491627,1.0163097566858086,1.0262773575055948,-0.002179451810695232,0.0036567310132751274,-0.004469552655356002,-0.004987673298861424,0.0005181206435054223,1.570217286337598
1995-11-13,1.5655441321871502,1.5700298919505125,1.5326482278564526,1.5561987161636353,SU.TO,-0.0028745092222151047,0.0060049986647103815,-0.00896680018420204,-0.015133622413984082,0.004580879021295876,0.006109000603180625,0.044863442540615056,0.6562996665617562,0.33102206618935015,0.759471865272491,0.3485384524570001,0.3750483416336777,0.0038133195258543673,0.0037650402179979048,0.011281326413986808,1.008885920629055,1.0269435354190801,-0.0073046982063448285,0.0006491207358452211,-0.004422051989203113,-0.004874549036929762,0.00045249704772664935,1.5513390599034826
1995-11-20,1.5419943687828574,1.5468540273275715,1.5233035279491258,1.5375086069107056,SU.TO,-0.012010104531511745,-0.015042542027475347,-0.014761416162687557,-0.006097093734546144,-0.0015320074580484778,0.0063173891048342815,0.02288362367978408,0.6103904292524043,0.17609048612374395,0.5714317997107099,0.3284351278341963,0.37502820718086316,0.0037759051898255515,0.005438217575693321,0.00966710001692753,0.9978437412857877,1.0235345407144774,-0.01094492362068289,-0.003319554179005202,-0.004185347724083277,-0.004736708774360466,0.0005513610502771889,1.5350787776383488
1995-11-27,1.537508320961846,1.5606849193572998,1.537508320961846,1.5606849193572998,SU.TO,0.015073939971732564,-0.0029092504563115185,0.008941303953303947,0.009324991869377852,0.005647706422018348,0.007167269963147582,0.013283153066042865,0.6436762902980427,0.2884214972205993,0.7485706629613215,0.3218653345279872,0.38631680356055986,0.0036717448076626817,0.003991270175541545,0.01117289573851714,1.0085533813485021,1.0243481013356766,0.010732782718980038,0.0007948540951352445,-0.004137081658687758,-0.004616783351225924,0.0004797016925381668,1.549096620159573
1995-12-04,1.5655438490867752,1.60741126537323,1.5606841937054037,1.60741126537323,SU.TO,0.029939640882268748,0.01823439115268699,0.029939640882268748,0.015073656791046774,-0.004887429643527205,0.007949333877132037,0.013105130763543688,0.6994304556773211,0.4765771156475491,1.0,0.33494466383201044,0.39041304067069915,0.003743242119028393,0.0010534826826595844,0.014188255875155967,1.0255033278676113,1.0312890123490124,0.01680619670963379,0.006775929983455109,-0.0044248659157421375,-0.004578399864129168,0.00015353394838703017,1.584047729539317
1995-12-11,1.6122709605097356,1.6167567195725383,1.570029646752523,1.5748893022537231,SU.TO,-0.02023250914068686,0.029847207058567804,0.00581397828958119,0.005988048757597175,0.002743119266055045,0.00786611537439481,-0.00870650480574934,0.6260105434080728,0.2288042559177348,0.7281557524102812,0.32059521655379053,0.33764598884659414,0.003809632487812188,0.003972871048269061,0.011332591431322309,1.0031648654840377,1.0293753748713668,-0.02178292529778847,-0.0018555782663550735,-0.004340477625976802,-0.004530815416498695,0.00019033779052189253,1.5933931831625308
1995-12-18,1.585986114351648,1.628148533269844,1.581092217279386,1.6142199039459229,SU.TO,0.024973565847400403,-0.016302995465338754,0.007046090212210476,0.007046090212210254,0.00874730021598272,0.008392635690872452,0.024973565847400323,0.6709902493604997,0.38059891256031564,0.9157904203263709,0.3243148224360213,0.3315030955221218,0.003917938960226467,0.0013105904979502222,0.014078261204263063,1.0186363559381022,1.0333081960503216,0.01542267974726097,0.0038205899178871405,-0.0045386457016143526,-0.004532381473521826,-6.264228092525692e-06,1.604620375274615
